iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
SGP,Asia,Singapore,05/07/2020,44800,136,191.571,26,0,0,8214.757,24.938,35.128,4.767,0,0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,06/07/2020,44983,183,188.857,26,0,0,8248.313,33.556,34.63,4.767,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,07/07/2020,45140,157,176.143,26,0,0,8277.101,28.788,32.298,4.767,0,0,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,08/07/2020,45298,158,168,26,0,0,8306.073,28.972,30.805,4.767,0,0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,09/07/2020,45423,125,159,26,0,0,8328.994,22.921,29.155,4.767,0,0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,10/07/2020,45614,191,162.143,26,0,0,8364.016,35.023,29.731,4.767,0,0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,11/07/2020,45783,169,159.857,26,0,0,8395.005,30.989,29.312,4.767,0,0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,12/07/2020,45961,178,165.857,26,0,0,8427.644,32.639,30.412,4.767,0,0,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,13/07/2020,46283,322,185.714,26,0,0,8486.688,59.044,34.054,4.767,0,0,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,14/07/2020,46630,347,212.857,27,1,0.143,8550.315,63.628,39.031,4.951,0.183,0.026,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,15/07/2020,46878,248,225.714,27,0,0.143,8595.79,45.475,41.388,4.951,0,0.026,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,16/07/2020,47126,248,243.286,27,0,0.143,8641.264,45.475,44.61,4.951,0,0.026,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,17/07/2020,47453,327,262.714,27,0,0.143,8701.225,59.96,48.173,4.951,0,0.026,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,18/07/2020,47655,202,267.429,27,0,0.143,8738.265,37.04,49.037,4.951,0,0.026,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,19/07/2020,47912,257,278.714,27,0,0.143,8785.389,47.125,51.106,4.951,0,0.026,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,20/07/2020,48035,123,250.286,27,0,0.143,8807.943,22.554,45.894,4.951,0,0.026,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,21/07/2020,48434,399,257.714,27,0,0,8881.106,73.163,47.256,4.951,0,0,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,22/07/2020,48744,310,266.571,27,0,0,8937.949,56.843,48.88,4.951,0,0,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,23/07/2020,49098,354,281.714,27,0,0,9002.86,64.911,51.657,4.951,0,0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,24/07/2020,49375,277,274.571,27,0,0,9053.653,50.792,50.347,4.951,0,0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,25/07/2020,49888,513,319,27,0,0,9147.719,94.066,58.493,4.951,0,0,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,26/07/2020,50369,481,351,27,0,0,9235.918,88.199,64.361,4.951,0,0,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,27/07/2020,50838,469,400.429,27,0,0,9321.916,85.998,73.425,4.951,0,0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,28/07/2020,51197,359,394.714,27,0,0,9387.744,65.828,72.377,4.951,0,0,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,29/07/2020,51531,334,398.143,27,0,0,9448.988,61.244,73.006,4.951,0,0,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,30/07/2020,51809,278,387.286,27,0,0,9499.963,50.976,71.015,4.951,0,0,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,31/07/2020,52205,396,404.286,27,0,0,9572.576,72.613,74.132,4.951,0,0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,96.6,0.75,-8.68,17.71307027
SGP,Asia,Singapore,01/08/2020,52512,307,374.857,27,0,0,9628.869,56.293,68.736,4.951,0,0,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,02/08/2020,52825,313,350.857,27,0,0,9686.262,57.393,64.335,4.951,0,0,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,03/08/2020,53051,226,316.143,27,0,0,9727.703,41.441,57.97,4.951,0,0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,04/08/2020,53346,295,307,27,0,0,9781.796,54.093,56.293,4.951,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,05/08/2020,54254,908,389,27,0,0,9948.291,166.496,71.329,4.951,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,06/08/2020,54555,301,392.286,27,0,0,10003.484,55.193,71.932,4.951,0,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,07/08/2020,54797,242,370.286,27,0,0,10047.858,44.374,67.897,4.951,0,0,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,08/08/2020,54929,132,345.286,27,0,0,10072.062,24.204,63.313,4.951,0,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,09/08/2020,55104,175,325.571,27,0,0,10104.151,32.089,59.698,4.951,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,10/08/2020,55292,188,320.143,27,0,0,10138.624,34.473,58.703,4.951,0,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,11/08/2020,55353,61,286.714,27,0,0,10149.809,11.185,52.573,4.951,0,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,12/08/2020,55395,42,163,27,0,0,10157.511,7.701,29.889,4.951,0,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,13/08/2020,55497,102,134.571,27,0,0,10176.214,18.703,24.676,4.951,0,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,14/08/2020,55580,83,111.857,27,0,0,10191.433,15.219,20.511,4.951,0,0,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,15/08/2020,55661,81,104.571,27,0,0,10206.286,14.853,19.175,4.951,0,0,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,16/08/2020,55747,86,91.857,27,0,0,10222.055,15.769,16.843,4.951,0,0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,17/08/2020,55838,91,78,27,0,0,10238.741,16.686,14.302,4.951,0,0,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,18/08/2020,55938,100,83.571,27,0,0,10257.078,18.337,15.324,4.951,0,0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,19/08/2020,56031,93,90.857,27,0,0,10274.131,17.053,16.66,4.951,0,0,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,20/08/2020,56099,68,86,27,0,0,10286.6,12.469,15.769,4.951,0,0,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,21/08/2020,56216,117,90.857,27,0,0,10308.053,21.454,16.66,4.951,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,22/08/2020,56266,50,86.429,27,0,0,10317.222,9.168,15.848,4.951,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,23/08/2020,56353,87,86.571,27,0,0,10333.174,15.953,15.874,4.951,0,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,24/08/2020,56404,51,80.857,27,0,0,10342.526,9.352,14.826,4.951,0,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,25/08/2020,56435,31,71,27,0,0,10348.21,5.684,13.019,4.951,0,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,26/08/2020,56495,60,66.286,27,0,0,10359.212,11.002,12.154,4.951,0,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,27/08/2020,56572,77,67.571,27,0,0,10373.331,14.119,12.39,4.951,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,28/08/2020,56666,94,64.286,27,0,0,10390.568,17.236,11.788,4.951,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,29/08/2020,56717,51,64.429,27,0,0,10399.919,9.352,11.814,4.951,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,30/08/2020,56771,54,59.714,27,0,0,10409.821,9.902,10.95,4.951,0,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,31/08/2020,56812,41,58.286,27,0,0,10417.339,7.518,10.688,4.951,0,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,82.4,0.56,-0.76,15.10928561
SGP,Asia,Singapore,01/09/2020,56852,40,59.571,27,0,0,10424.674,7.335,10.923,4.951,0,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,02/09/2020,56860,8,52.143,27,0,0,10426.141,1.467,9.561,4.951,0,0,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,03/09/2020,56908,48,48,27,0,0,10434.942,8.802,8.802,4.951,0,0,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,04/09/2020,56948,40,40.286,27,0,0,10442.277,7.335,7.387,4.951,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,05/09/2020,56982,34,37.857,27,0,0,10448.511,6.234,6.942,4.951,0,0,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,06/09/2020,57022,40,35.857,27,0,0,10455.846,7.335,6.575,4.951,0,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,07/09/2020,57044,22,33.143,27,0,0,10459.88,4.034,6.077,4.951,0,0,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,08/09/2020,57091,47,34.143,27,0,0,10468.498,8.618,6.261,4.951,0,0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,09/09/2020,57166,75,43.714,27,0,0,10482.25,13.752,8.016,4.951,0,0,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,10/09/2020,57229,63,45.857,27,0,0,10493.802,11.552,8.409,4.951,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,11/09/2020,57315,86,52.429,27,0,0,10509.572,15.769,9.614,4.951,0,0,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,12/09/2020,57357,42,53.571,27,0,0,10517.273,7.701,9.823,4.951,0,0,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,13/09/2020,57406,49,54.857,27,0,0,10526.258,8.985,10.059,4.951,0,0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,14/09/2020,57454,48,58.571,27,0,0,10535.059,8.802,10.74,4.951,0,0,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,15/09/2020,57488,34,56.714,27,0,0,10541.294,6.234,10.399,4.951,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,16/09/2020,57514,26,49.714,27,0,0,10546.061,4.767,9.116,4.951,0,0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,17/09/2020,57532,18,43.286,27,0,0,10549.362,3.301,7.937,4.951,0,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,18/09/2020,57543,11,32.571,27,0,0,10551.379,2.017,5.972,4.951,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,19/09/2020,57558,15,28.714,27,0,0,10554.129,2.75,5.265,4.951,0,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,20/09/2020,57576,18,24.286,27,0,0,10557.43,3.301,4.453,4.951,0,0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,21/09/2020,57606,30,21.714,27,0,0,10562.931,5.501,3.982,4.951,0,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,22/09/2020,57627,21,19.857,27,0,0,10566.782,3.851,3.641,4.951,0,0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,23/09/2020,57639,12,17.857,27,0,0,10568.982,2.2,3.274,4.951,0,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,24/09/2020,57654,15,17.429,27,0,0,10571.732,2.75,3.196,4.951,0,0,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,25/09/2020,57665,11,17.429,27,0,0,10573.749,2.017,3.196,4.951,0,0,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,26/09/2020,57685,20,18.143,27,0,0,10577.417,3.667,3.327,4.951,0,0,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,27/09/2020,57700,15,17.714,27,0,0,10580.167,2.75,3.248,4.951,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.93,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
SGP,Asia,Singapore,28/09/2020,57715,15,15.571,27,0,0,10582.918,2.75,2.855,4.951,0,0,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.48,5453600,7915.731,42.4,12.922,7.049,85535.383,,92.243,10.99,5.2,28.3,,2.4,83.62,0.938,,,,
